Date,HML,RMW,Mom
1995-11,0.40834429441279774,0.3598103339330007,0.23184537165420158
1995-12,0.4122415206812384,0.35332295817578935,0.23443552114297228
1996-01,0.4167884581485512,0.34746005934126417,0.23575148251018468
1996-02,0.4143865621122958,0.350188778426188,0.23542465946151614
1996-03,0.3926252978162724,0.3448401471253553,0.26253455505837225
1996-04,0.3921239961797668,0.3440180775135149,0.2638579263067184
1996-05,0.39238690775329815,0.34432930061543077,0.26328379163127114
1996-06,0.3917207994136175,0.3438256966216835,0.2644535039646991
1996-07,0.3955728745154018,0.33963164538892393,0.2647954800956743
1996-08,0.3998301712804299,0.3355569125719274,0.26461291614764265
1996-09,0.3979270531049159,0.3331477389216272,0.268925207973457
1996-10,0.39636783386165464,0.33431669253360985,0.26931547360473557
1996-11,0.40290374070891954,0.33137121776590844,0.26572504152517196
1996-12,0.40278293360210804,0.3301898429429071,0.2670272234549848
1997-01,0.40820734192025426,0.3219203320448862,0.2698723260348596
1997-02,0.41559029535159187,0.31583223579922015,0.268577468849188
1997-03,0.416225899475723,0.3147586216260294,0.2690154788982476
1997-04,0.4193114595845911,0.3142843736085261,0.2664041668068827
1997-05,0.43187158392745084,0.31354137603769927,0.25458704003484983
1997-06,0.4245287576193141,0.31913468772249604,0.2563365546581899
1997-07,0.4225361356476222,0.3158904021432375,0.26157346220914035
1997-08,0.4355612052491426,0.32093136558365276,0.24350742916720466
1997-09,0.454461511914561,0.3026030706250432,0.24293541746039568
1997-10,0.46094536611367043,0.30927346732155514,0.2297811665647745
1997-11,0.46155519623159336,0.3057395309912652,0.23270527277714148
1997-12,0.4659665788204935,0.3134666703514176,0.22056675082808883
1998-01,0.4724346575636325,0.31554387778851584,0.21202146464785165
1998-02,0.4949867235884244,0.31766377613355123,0.18734950027802455
1998-03,0.49843050110289755,0.3162285141537927,0.18534098474330968
1998-04,0.5046182012189128,0.3078259745177046,0.18755582426338255
1998-05,0.512209854014488,0.30262773250389435,0.1851624134816176
1998-06,0.5130124358020876,0.30359595580811216,0.18339160838980031
1998-07,0.5185759607953351,0.30070080150760503,0.18072323769705986
1998-08,0.5174798149101869,0.3005526875817292,0.1819674975080839
1998-09,0.5179454736857,0.3002370937535946,0.18181743256070532
1998-10,0.512380442941353,0.30485518898136016,0.182764368077287
1998-11,0.5227552218828483,0.2922953272119612,0.18494945090519047
1998-12,0.5199378143031346,0.2984873695908569,0.18157481610600845
1999-01,0.5253125496061455,0.2949775233951373,0.17970992699871727
1999-02,0.5316926884347483,0.2928576170184351,0.17544969454681664
1999-03,0.5212195768191545,0.2988072582811561,0.17997316489968931
1999-04,0.5216879458729199,0.2999488642678949,0.1783631898591852
1999-05,0.5110855424591295,0.3068563167833932,0.1820581407574773
1999-06,0.5147241318582862,0.3054734170180829,0.17980245112363086
1999-07,0.5158421483308654,0.3028334544529187,0.181324397216216
1999-08,0.5161187318616318,0.3031520338680442,0.18072923427032397
1999-09,0.5181470399190212,0.30336021116891637,0.1784927489120625
1999-10,0.5125908027339804,0.30868235951105194,0.17872683775496764
1999-11,0.49715210473832244,0.3204374833330431,0.18241041192863444
1999-12,0.4380313884755198,0.3585019855575622,0.20346662596691795
2000-01,0.42453242917139095,0.3681482681617081,0.20731930266690077
2000-02,0.41487928281122105,0.37203118582885064,0.21308953135992845
2000-03,0.4078384947892627,0.3822901575366166,0.20987134767412077
2000-04,0.40413645234410056,0.39193590821785945,0.2039276394380401
2000-05,0.4019412712418519,0.3962509373583726,0.20180779139977534
2000-06,0.3878267821306723,0.40893331315724313,0.20323990471208467
2000-07,0.3810515147787024,0.4154938154204735,0.20345466980082422
2000-08,0.3731036753557885,0.42583470107595267,0.201061623568259
2000-09,0.37876830648591936,0.4171503480734602,0.2040813454406206
2000-10,0.3733859492656283,0.4210644326570888,0.20554961807728298
2000-11,0.36563585244136815,0.426277834813898,0.2080863127447338
2000-12,0.3559221782950476,0.4377504392515823,0.2063273824533701
2001-01,0.3493920478388314,0.44078459361446376,0.2098233585467049
2001-02,0.3463933617465314,0.4436906596813532,0.2099159785721155
2001-03,0.3429872185322719,0.4451567312206773,0.2118560502470508
2001-04,0.34168874496862817,0.44736432733775955,0.21094692769361223
2001-05,0.3401157296907134,0.44763536204529186,0.2122489082639948
2001-06,0.34002137913811004,0.4476630818212057,0.21231553904068437
2001-07,0.33856249512125286,0.44764113885715273,0.21379636602159427
2001-08,0.3342108215039483,0.45120850492585207,0.21458067357019964
2001-09,0.33134965345217887,0.45170634350823097,0.21694400303959016
2001-10,0.33131981794355087,0.4516069188469008,0.21707326320954837
2001-11,0.32931933524351364,0.45319123065078687,0.2174894341056994
2001-12,0.32883103922877543,0.45486181096380507,0.21630714980741955
2002-01,0.32650034148514057,0.45914645893327083,0.21435319958158872
2002-02,0.32387815272788395,0.4633237703942471,0.21279807687786886
2002-03,0.32383403855281967,0.4634900383404404,0.21267592310673988
2002-04,0.3227742000907254,0.466300591946888,0.21092520796238673
2002-05,0.32240900064107303,0.466352371649214,0.21123862770971294
2002-06,0.3235007786188807,0.4659070704327601,0.21059215094835912
2002-07,0.32276209076059453,0.4671450331055834,0.21009287613382202
2002-08,0.31854905515916826,0.46994347857797025,0.21150746626286154
2002-09,0.31808730458867984,0.47051052781620106,0.21140216759511904
2002-10,0.31765815370806144,0.4671608582474538,0.21518098804448474
2002-11,0.31664845894658833,0.4694574083167088,0.21389413273670296
2002-12,0.31521566421210995,0.4680229137525415,0.21676142203534848
2003-01,0.3135857629521445,0.468209029992007,0.21820520705584856
2003-02,0.3022170133576309,0.4688235519963871,0.22895943464598192
2003-03,0.2974973953193444,0.47156513518105136,0.23093746949960406
2003-04,0.2958465799501954,0.47371750239852073,0.2304359176512839
2003-05,0.29684002109521374,0.4720784368925798,0.23108154201220646
2003-06,0.2966350417324933,0.4738243124063303,0.22954064586117645
2003-07,0.29806884472667833,0.47635103824286096,0.22558011703046074
2003-08,0.29758706689879993,0.4777429612860582,0.22466997181514198
2003-09,0.29616607515245397,0.4792006722175144,0.2246332526300316
2003-10,0.29608130601075033,0.4794822605188683,0.2244364334703814
2003-11,0.28397663739366813,0.49791945352521544,0.21810390908111638
2003-12,0.2831706646432159,0.4971920498472378,0.21963728550954636
2004-01,0.2792758808356889,0.5024997793965457,0.2182243397677656
2004-02,0.27906107676031977,0.5033348855325823,0.21760403770709794
2004-03,0.2804935740059374,0.5033020395735368,0.2162043864205258
2004-04,0.28160492424255423,0.5053395694158964,0.2130555063415495
2004-05,0.2827770405986394,0.5020622293524907,0.21516073004887004
2004-06,0.28271574658125515,0.5038900257367164,0.21339422768202848
2004-07,0.27164548253176113,0.5215189813404448,0.2068355361277941
2004-08,0.2709985770480907,0.5222770307239312,0.206724392227978
2004-09,0.2700425612166845,0.5213785491274633,0.20857888965585208
2004-10,0.2699951144737041,0.5202344859624614,0.20977039956383448
2004-11,0.272877116154693,0.5171184439337805,0.21000443991152665
2004-12,0.2756658951916785,0.5232150739727444,0.2011190308355771
2005-01,0.27933730189967815,0.5238129849591454,0.1968497131411765
2005-02,0.27841296501422913,0.5264406510098781,0.19514638397589276
2005-03,0.28375786612289,0.5141679713412048,0.2020741625359051
2005-04,0.2814585647666333,0.5040798312855194,0.21446160394784738
2005-05,0.27847585153786253,0.5058661963125074,0.21565795214963007
2005-06,0.2805933154949919,0.4953244311698953,0.22408225333511284
2005-07,0.28266905077265614,0.4919775512169864,0.22535339801035748
2005-08,0.28107556317424,0.4902782486202717,0.22864618820548838
2005-09,0.26724655129942027,0.5103663190990112,0.2223871296015685
2005-10,0.2705473771598403,0.5080231535316238,0.22142946930853596
2005-11,0.2782619066620032,0.5017252567442803,0.2200128365937167
2005-12,0.27970993911760617,0.5012665570111664,0.2190235038712274
2006-01,0.2757329239478158,0.5094997368421399,0.21476733921004426
2006-02,0.281458768643046,0.5037181214904702,0.21482310986648384
2006-03,0.2848688599249153,0.5036138985616405,0.21151724151344423
2006-04,0.28159982617540585,0.5085075610814931,0.2098926127431011
2006-05,0.28460237107165753,0.5065273531475311,0.2088702757808114
2006-06,0.2845933276221042,0.5089315864367052,0.2064750859411906
2006-07,0.2845016389118791,0.5108269326542398,0.2046714284338812
2006-08,0.2861887892575078,0.5063073497465316,0.20750386099596066
2006-09,0.2893735260484545,0.5077018825128249,0.20292459143872058
